

TradeStation Trades List

#,Type,Date/Time,Signal,Price,Roll Over Pips,Shares/Ctrts - Profit/Loss,Net Profit - Cum Net Profit,% Profit,Run-up/Drawdown,Efficiency,Total Eff.,Comm.,Slippage

,Buy to Cover,3/4/2021 01:00,Trail_SX,$15459.00,,$100.00,$6634.90,,($43.00),46.20%,32.31%,$0.35,$0.50
339,Sell Short,3/4/2021 15:00,BO_Short,$15174.00,$0.00,1,($325.70),-1.07%,$1.50,0.33%,,$0.35,$0.50
,Buy to Cover,3/4/2021 16:00,PosRiskSX,$15336.00,,($324.00),$6309.20,,($451.00),28.07%,-71.60%,$0.35,$0.50
340,Sell Short,3/8/2021 16:00,BO_Short,$15165.25,$0.00,1,($191.70),-0.63%,$15.00,7.32%,,$0.35,$0.50
,Buy to Cover,3/8/2021 21:00,PosRiskSX,$15260.25,,($190.00),$6117.50,,($190.00),0.00%,-92.68%,$0.35,$0.50
341,Buy,3/15/2021 23:00,BO_Long,$15988.00,$0.00,1,$276.80,0.87%,$278.50,82.52%,,$0.35,$0.50
,Sell,3/16/2021 11:00,% Trailing Stop,$16127.25,,$278.50,$6394.30,,($59.00),100.00%,82.52%,$0.35,$0.50
342,Buy,3/16/2021 13:00,BO_Long,$16120.00,$0.00,1,($251.70),-0.78%,$23.00,8.42%,,$0.35,$0.50
,Sell,3/16/2021 15:00,PosRiskLX,$15995.00,,($250.00),$6142.60,,($250.00),0.00%,-91.58%,$0.35,$0.50
343,Buy,3/22/2021 11:00,BO_Long,$15883.00,$0.00,1,$260.30,0.82%,$298.00,85.51%,,$0.35,$0.50
,Sell,3/23/2021 11:00,% Trailing Stop,$16014.00,,$262.00,$6402.90,,($50.50),89.67%,75.18%,$0.35,$0.50
344,Sell Short,3/24/2021 15:00,BO_Short,$15821.75,$0.00,1,$262.30,0.83%,$330.50,97.35%,,$0.35,$0.50
,Buy to Cover,3/24/2021 21:00,% Trailing Stop,$15689.75,,$264.00,$6665.20,,($9.00),80.41%,77.76%,$0.35,$0.50
345,Sell Short,3/25/2021 09:00,BO_Short,$15616.25,$0.00,1,($95.70),-0.30%,$106.00,46.19%,,$0.35,$0.50
,Buy to Cover,3/25/2021 11:00,Trail_SX,$15663.25,,($94.00),$6569.50,,($123.50),12.85%,-40.96%,$0.35,$0.50
346,Sell Short,3/25/2021 13:00,BO_Short,$15577.00,$0.00,1,($131.70),-0.42%,$94.50,35.93%,,$0.35,$0.50
,Buy to Cover,3/25/2021 15:00,Trail_SX,$15642.00,,($130.00),$6437.80,,($168.50),14.64%,-49.43%,$0.35,$0.50
347,Buy,4/1/2021 09:00,BO_Long,$16095.25,$0.00,1,$270.80,0.85%,$304.00,100.00%,,$0.35,$0.50
,Sell,4/2/2021 09:00,% Trailing Stop,$16231.50,,$272.50,$6708.60,,$0.00,89.64%,89.64%,$0.35,$0.50
348,Buy,4/5/2021 07:00,BO_Long,$16252.50,$0.00,1,$377.80,1.17%,$474.50,92.77%,,$0.35,$0.50
,Sell,4/5/2021 15:00,% Trailing Stop,$16442.25,,$379.50,$7086.40,,($37.00),81.43%,74.19%,$0.35,$0.50
349,Buy,4/5/2021 19:00,BO_Long,$16478.00,$0.00,1,$241.80,0.74%,$304.50,62.85%,,$0.35,$0.50
,Sell,4/8/2021 11:00,% Trailing Stop,$16599.75,,$243.50,$7328.20,,($180.00),87.41%,50.26%,$0.35,$0.50
350,Buy,4/8/2021 19:00,BO_Long,$16662.00,$0.00,1,($166.70),-0.50%,$108.00,39.56%,,$0.35,$0.50
,Sell,4/9/2021 09:00,Trail_LX,$16579.50,,($165.00),$7161.50,,($165.00),0.00%,-60.44%,$0.35,$0.50
351,Buy,4/9/2021 16:00,BO_Long,$16704.00,$0.00,1,$261.80,0.79%,$329.50,62.88%,,$0.35,$0.50
,Sell,4/13/2021 23:00,% Trailing Stop,$16835.75,,$263.50,$7423.30,,($194.50),87.40%,50.29%,$0.35,$0.50
352,Buy,4/14/2021 03:00,BO_Long,$16858.00,$0.00,1,($167.20),-0.49%,$92.00,35.73%,,$0.35,$0.50
,Sell,4/14/2021 11:00,Trail_LX,$16775.25,,($165.50),$7256.10,,($165.50),0.00%,-64.27%,$0.35,$0.50
353,Buy,4/16/2021 09:00,BO_Long,$16904.00,$0.00,1,($212.70),-0.62%,$60.00,22.14%,,$0.35,$0.50
,Sell,4/19/2021 11:00,Trail_LX,$16798.50,,($211.00),$7043.40,,($211.00),0.00%,-77.86%,$0.35,$0.50
354,Sell Short,4/22/2021 15:00,BO_Short,$16607.50,$0.00,1,($62.70),-0.18%,$61.50,34.17%,,$0.35,$0.50
,Buy to Cover,4/22/2021 19:00,Trail_SX,$16638.00,,($61.00),$6980.70,,($118.50),31.94%,-33.89%,$0.35,$0.50
355,Sell Short,4/28/2021 05:00,BO_Short,$16802.50,$0.00,1,($50.70),-0.15%,$84.00,63.16%,,$0.35,$0.50
,Buy to Cover,4/28/2021 09:00,Trail_SX,$16827.00,,($49.00),$6930.00,,($49.00),0.00%,-36.84%,$0.35,$0.50
356,Sell Short,4/28/2021 13:00,BO_Short,$16764.75,$0.00,1,($58.20),-0.17%,$23.50,24.61%,,$0.35,$0.50
,Buy to Cover,4/28/2021 15:00,Trail_SX,$16793.00,,($56.50),$6871.80,,($72.00),16.23%,-59.16%,$0.35,$0.50
357,Sell Short,5/6/2021 11:00,BO_Short,$16302.50,$0.00,1,($239.20),-0.73%,$77.00,22.00%,,$0.35,$0.50
,Buy to Cover,5/6/2021 13:00,BO_SX,$16421.25,,($237.50),$6632.60,,($273.00),10.14%,-67.86%,$0.35,$0.50
358,Sell Short,5/10/2021 11:00,BO_Short,$16411.25,$0.00,1,$31.30,0.10%,$171.50,82.45%,,$0.35,$0.50
,Buy to Cover,5/10/2021 13:00,Trail_SX,$16394.75,,$33.00,$6663.90,,($36.50),33.41%,15.87%,$0.35,$0.50
359,Sell Short,5/10/2021 15:00,BO_Short,$16348.25,$0.00,1,$271.80,0.84%,$342.00,97.99%,,$0.35,$0.50
,Buy to Cover,5/10/2021 19:00,% Trailing Stop,$16211.50,,$273.50,$6935.70,,($7.00),80.37%,78.37%,$0.35,$0.50
360,Sell Short,5/10/2021 23:00,BO_Short,$16080.50,$0.00,1,($89.20),-0.27%,$52.50,37.50%,,$0.35,$0.50
,Buy to Cover,5/11/2021 01:00,Trail_SX,$16124.25,,($87.50),$6846.50,,($87.50),0.00%,-62.50%,$0.35,$0.50
361,Sell Short,5/11/2021 05:00,BO_Short,$16069.75,$0.00,1,$7.80,0.03%,$258.50,88.38%,,$0.35,$0.50
,Buy to Cover,5/11/2021 09:00,Trail_SX,$16065.00,,$9.50,$6854.30,,($34.00),14.87%,3.25%,$0.35,$0.50
362,Sell Short,5/12/2021 13:00,BO_Short,$15889.00,$0.00,1,($94.70),-0.29%,$108.50,41.65%,,$0.35,$0.50
,Buy to Cover,5/12/2021 21:00,Trail_SX,$15935.50,,($93.00),$6759.60,,($152.00),22.65%,-35.70%,$0.35,$0.50
363,Sell Short,5/13/2021 05:00,BO_Short,$15837.00,$0.00,1,($99.20),-0.31%,$94.50,49.22%,,$0.35,$0.50
,Buy to Cover,5/13/2021 07:00,Trail_SX,$15885.75,,($97.50),$6660.40,,($97.50),0.00%,-50.78%,$0.35,$0.50
364,Sell Short,5/18/2021 19:00,BO_Short,$16057.25,$0.00,1,$253.30,0.79%,$319.00,79.55%,,$0.35,$0.50
,Buy to Cover,5/19/2021 07:00,% Trailing Stop,$15929.75,,$255.00,$6913.70,,($82.00),84.04%,63.59%,$0.35,$0.50
365,Sell Short,5/19/2021 09:00,BO_Short,$15881.25,$0.00,1,($74.20),-0.23%,$104.00,42.19%,,$0.35,$0.50
,Buy to Cover,5/19/2021 11:00,Trail_SX,$15917.50,,($72.50),$6839.50,,($142.50),28.40%,-29.41%,$0.35,$0.50
366,Buy,5/20/2021 11:00,BO_Long,$16259.75,$0.00,1,$257.30,0.80%,$278.50,97.55%,,$0.35,$0.50
,Sell,5/20/2021 21:00,% Trailing Stop,$16389.25,,$259.00,$7096.80,,($7.00),93.17%,90.72%,$0.35,$0.50
367,Buy,5/21/2021 05:00,BO_Long,$16398.00,$0.00,1,($251.70),-0.76%,$93.50,27.22%,,$0.35,$0.50
,Sell,5/21/2021 13:00,PosRiskLX,$16273.00,,($250.00),$6845.10,,($250.00),0.00%,-72.78%,$0.35,$0.50
368,Buy,5/24/2021 11:00,BO_Long,$16454.00,$0.00,1,$253.30,0.77%,$319.00,100.00%,,$0.35,$0.50
,Sell,5/25/2021 05:00,% Trailing Stop,$16581.50,,$255.00,$7098.40,,$0.00,79.94%,79.94%,$0.35,$0.50
369,Buy,5/28/2021 09:00,BO_Long,$16588.50,$0.00,1,($112.20),-0.33%,$99.50,44.52%,,$0.35,$0.50
,Sell,5/31/2021 19:00,BO_LX,$16533.25,,($110.50),$6986.20,,($124.00),6.04%,-49.44%,$0.35,$0.50
370,Sell Short,6/3/2021 11:00,BO_Short,$16372.00,$0.00,1,($108.70),-0.33%,$34.00,13.10%,,$0.35,$0.50
,Buy to Cover,6/3/2021 13:00,Trail_SX,$16425.50,,($107.00),$6877.50,,($225.50),45.66%,-41.23%,$0.35,$0.50
371,Buy,6/8/2021 09:00,BO_Long,$16750.25,$0.00,1,($172.20),-0.51%,$83.00,32.74%,,$0.35,$0.50
,Sell,6/8/2021 11:00,Trail_LX,$16665.00,,($170.50),$6705.30,,($170.50),0.00%,-67.26%,$0.35,$0.50
372,Buy,6/10/2021 11:00,BO_Long,$16819.25,$0.00,1,$352.30,1.05%,$443.00,65.63%,,$0.35,$0.50
,Sell,6/15/2021 09:00,% Trailing Stop,$16996.25,,$354.00,$7057.60,,($232.00),86.81%,52.44%,$0.35,$0.50
373,Buy,6/17/2021 13:00,BO_Long,$17027.00,$0.00,1,($134.70),-0.39%,$128.50,44.08%,,$0.35,$0.50
,Sell,6/18/2021 09:00,Trail_LX,$16960.50,,($133.00),$6922.90,,($163.00),10.29%,-45.63%,$0.35,$0.50
374,Buy,6/22/2021 13:00,BO_Long,$17085.00,$0.00,1,$354.30,1.04%,$445.00,100.00%,,$0.35,$0.50
,Sell,6/24/2021 13:00,% Trailing Stop,$17263.00,,$356.00,$7277.20,,$0.00,80.00%,80.00%,$0.35,$0.50
375,Buy,6/28/2021 11:00,BO_Long,$17336.75,$0.00,1,$246.30,0.72%,$310.50,99.84%,,$0.35,$0.50
,Sell,7/1/2021 05:00,% Trailing Stop,$17460.75,,$248.00,$7523.50,,($0.50),79.90%,79.74%,$0.35,$0.50
376,Buy,7/2/2021 09:00,BO_Long,$17482.00,$0.00,1,$307.30,0.88%,$386.50,92.13%,,$0.35,$0.50
,Sell,7/6/2021 11:00,% Trailing Stop,$17636.50,,$309.00,$7830.80,,($33.00),81.53%,73.66%,$0.35,$0.50
377,Buy,7/6/2021 23:00,BO_Long,$17666.50,$0.00,1,($2.20),0.00%,$205.50,92.15%,,$0.35,$0.50
,Sell,7/7/2021 11:00,Trail_LX,$17666.25,,($0.50),$7828.60,,($17.50),7.62%,-0.22%,$0.35,$0.50
378,Buy,7/11/2021 19:00,BO_Long,$17709.25,$0.00,1,($42.70),-0.12%,$207.50,72.93%,,$0.35,$0.50
,Sell,7/13/2021 09:00,Trail_LX,$17688.75,,($41.00),$7785.90,,($77.00),12.65%,-14.41%,$0.35,$0.50
379,Buy,7/13/2021 13:00,BO_Long,$17874.75,$0.00,1,($251.70),-0.70%,$2.50,0.93%,,$0.35,$0.50
,Sell,7/13/2021 15:00,PosRiskLX,$17749.75,,($250.00),$7534.20,,($265.00),5.61%,-93.46%,$0.35,$0.50
380,Buy,7/25/2021 21:00,BO_Long,$18007.25,$0.00,1,($160.70),-0.44%,$25.00,12.82%,,$0.35,$0.50
,Sell,7/27/2021 11:00,BO_LX,$17927.75,,($159.00),$7373.50,,($170.00),5.64%,-81.54%,$0.35,$0.50
381,Buy,7/29/2021 15:00,BO_Long,$17950.00,$0.00,1,($251.70),-0.70%,$10.50,4.03%,,$0.35,$0.50
,Sell,7/29/2021 16:00,PosRiskLX,$17825.00,,($250.00),$7121.80,,($250.00),0.00%,-95.97%,$0.35,$0.50
382,Sell Short,8/3/2021 11:00,BO_Short,$17790.25,$0.00,1,($213.70),-0.60%,$112.00,33.14%,,$0.35,$0.50
,Buy to Cover,8/3/2021 13:00,BO_SX,$17896.25,,($212.00),$6908.10,,($226.00),4.14%,-62.72%,$0.35,$0.50
383,Buy,8/5/2021 07:00,BO_Long,$17998.25,$0.00,1,($172.70),-0.48%,$119.00,41.03%,,$0.35,$0.50
,Sell,8/8/2021 19:00,Trail_LX,$17912.75,,($171.00),$6735.40,,($171.00),0.00%,-58.97%,$0.35,$0.50
384,Sell Short,8/16/2021 11:00,BO_Short,$17917.25,$0.00,1,$82.30,0.23%,$229.50,92.17%,,$0.35,$0.50
,Buy to Cover,8/16/2021 13:00,Trail_SX,$17875.25,,$84.00,$6817.70,,($19.50),41.57%,33.73%,$0.35,$0.50
385,Sell Short,8/17/2021 11:00,BO_Short,$17862.50,$0.00,1,$71.80,0.21%,$160.00,49.77%,,$0.35,$0.50
,Buy to Cover,8/17/2021 15:00,Trail_SX,$17825.75,,$73.50,$6889.50,,($161.50),73.09%,22.86%,$0.35,$0.50
386,Sell Short,8/18/2021 16:00,BO_Short,$17741.50,$0.00,1,($13.20),-0.03%,$99.00,89.59%,,$0.35,$0.50
,Buy to Cover,8/18/2021 21:00,Trail_SX,$17747.25,,($11.50),$6876.30,,($11.50),0.00%,-10.41%,$0.35,$0.50
387,Sell Short,8/19/2021 03:00,BO_Short,$17700.50,$0.00,1,$64.30,0.19%,$163.50,90.33%,,$0.35,$0.50
,Buy to Cover,8/19/2021 05:00,Trail_SX,$17667.50,,$66.00,$6940.60,,($17.50),46.13%,36.46%,$0.35,$0.50
388,Sell Short,8/19/2021 09:00,BO_Short,$17628.75,$0.00,1,($120.20),-0.34%,$19.50,9.54%,,$0.35,$0.50
,Buy to Cover,8/19/2021 11:00,Trail_SX,$17688.00,,($118.50),$6820.40,,($185.00),32.52%,-57.95%,$0.35,$0.50
389,Buy,8/27/2021 13:00,BO_Long,$18300.00,$0.00,1,$318.30,0.87%,$400.50,94.79%,,$0.35,$0.50
,Sell,8/30/2021 13:00,% Trailing Stop,$18460.00,,$320.00,$7138.70,,($22.00),80.95%,75.74%,$0.35,$0.50
390,Buy,8/30/2021 15:00,BO_Long,$18498.00,$0.00,1,($118.20),-0.31%,$129.50,52.64%,,$0.35,$0.50
,Sell,8/31/2021 09:00,Trail_LX,$18439.75,,($116.50),$7020.50,,($116.50),0.00%,-47.36%,$0.35,$0.50
391,Buy,9/1/2021 11:00,BO_Long,$18556.00,$0.00,1,($168.20),-0.45%,$37.00,18.18%,,$0.35,$0.50
,Sell,9/2/2021 13:00,Trail_LX,$18472.75,,($166.50),$6852.30,,($166.50),0.00%,-81.82%,$0.35,$0.50
392,Buy,9/6/2021 01:00,BO_Long,$18546.00,$0.00,1,($98.20),-0.26%,$96.50,50.00%,,$0.35,$0.50
,Sell,9/7/2021 11:00,Trail_LX,$18497.75,,($96.50),$6754.10,,($96.50),0.00%,-50.00%,$0.35,$0.50
393,Sell Short,9/10/2021 16:00,BO_Short,$18331.25,$0.00,1,($81.70),-0.22%,$1.00,1.23%,,$0.35,$0.50
,Buy to Cover,9/12/2021 19:00,Trail_SX,$18371.25,,($80.00),$6672.40,,($80.00),0.00%,-98.77%,$0.35,$0.50
394,Sell Short,9/12/2021 23:00,BO_Short,$18328.75,$0.00,1,($30.20),-0.08%,$57.00,58.46%,,$0.35,$0.50
,Buy to Cover,9/13/2021 03:00,Trail_SX,$18343.00,,($28.50),$6642.20,,($40.50),12.31%,-29.23%,$0.35,$0.50
395,Sell Short,9/13/2021 13:00,BO_Short,$18262.25,$0.00,1,($82.70),-0.22%,$49.00,24.32%,,$0.35,$0.50
,Buy to Cover,9/13/2021 15:00,Trail_SX,$18302.75,,($81.00),$6559.50,,($152.50),35.48%,-40.20%,$0.35,$0.50
396,Sell Short,9/15/2021 11:00,BO_Short,$18251.00,$0.00,1,($10.70),-0.02%,$97.00,69.78%,,$0.35,$0.50
,Buy to Cover,9/15/2021 13:00,Trail_SX,$18255.50,,($9.00),$6548.80,,($42.00),23.74%,-6.47%,$0.35,$0.50
397,Sell Short,9/17/2021 11:00,BO_Short,$18296.75,$0.00,1,$127.30,0.35%,$251.50,96.55%,,$0.35,$0.50
,Buy to Cover,9/17/2021 13:00,Trail_SX,$18232.25,,$129.00,$6676.10,,($9.00),52.98%,49.52%,$0.35,$0.50
398,Sell Short,9/17/2021 15:00,BO_Short,$18189.50,$0.00,1,($66.70),-0.18%,$38.00,29.80%,,$0.35,$0.50
,Buy to Cover,9/19/2021 19:00,Trail_SX,$18222.00,,($65.00),$6609.40,,($89.50),19.22%,-50.98%,$0.35,$0.50
399,Sell Short,9/20/2021 01:00,BO_Short,$18133.25,$0.00,1,$240.80,0.67%,$303.50,86.10%,,$0.35,$0.50
,Buy to Cover,9/20/2021 09:00,% Trailing Stop,$18012.00,,$242.50,$6850.20,,($49.00),82.70%,68.79%,$0.35,$0.50
400,Sell Short,9/20/2021 13:00,BO_Short,$17851.75,$0.00,1,$17.30,0.05%,$146.00,94.50%,,$0.35,$0.50
,Buy to Cover,9/20/2021 15:00,Trail_SX,$17842.25,,$19.00,$6867.50,,($8.50),17.80%,12.30%,$0.35,$0.50
401,Sell Short,9/27/2021 11:00,BO_Short,$18017.25,$0.00,1,($77.20),-0.21%,$44.00,18.00%,,$0.35,$0.50
,Buy to Cover,9/27/2021 13:00,Trail_SX,$18055.00,,($75.50),$6790.30,,($200.50),51.12%,-30.88%,$0.35,$0.50
402,Sell Short,9/28/2021 05:00,BO_Short,$17899.00,$0.00,1,$31.30,0.09%,$160.00,75.29%,,$0.35,$0.50
,Buy to Cover,9/28/2021 09:00,Trail_SX,$17882.50,,$33.00,$6821.60,,($52.50),40.24%,15.53%,$0.35,$0.50
403,Sell Short,9/28/2021 13:00,BO_Short,$17700.00,$0.00,1,($24.70),-0.06%,$129.50,63.79%,,$0.35,$0.50
,Buy to Cover,9/28/2021 15:00,Trail_SX,$17711.50,,($23.00),$6796.90,,($73.50),24.88%,-11.33%,$0.35,$0.50
404,Sell Short,9/28/2021 16:00,BO_Short,$17659.00,$0.00,1,($107.70),-0.30%,$44.00,29.33%,,$0.35,$0.50
,Buy to Cover,9/28/2021 21:00,Trail_SX,$17712.00,,($106.00),$6689.20,,($106.00),0.00%,-70.67%,$0.35,$0.50
405,Sell Short,9/30/2021 23:00,BO_Short,$17499.25,$0.00,1,($48.20),-0.13%,$105.00,56.91%,,$0.35,$0.50
,Buy to Cover,10/1/2021 05:00,Trail_SX,$17522.50,,($46.50),$6641.00,,($79.50),17.89%,-25.20%,$0.35,$0.50
406,Sell Short,10/4/2021 11:00,BO_Short,$17489.00,$0.00,1,$336.30,0.97%,$338.00,91.85%,,$0.35,$0.50
,Buy to Cover,10/4/2021 11:00,% Trailing Stop,$17320.00,,$338.00,$6977.30,,($30.00),100.00%,91.85%,$0.35,$0.50
407,Sell Short,10/4/2021 13:00,BO_Short,$17339.00,$0.00,1,($30.70),-0.08%,$153.50,84.11%,,$0.35,$0.50
,Buy to Cover,10/4/2021 15:00,Trail_SX,$17353.50,,($29.00),$6946.60,,($29.00),0.00%,-15.89%,$0.35,$0.50
408,Sell Short,10/8/2021 16:00,BO_Short,$17706.50,$0.00,1,$69.30,0.20%,$217.00,86.63%,,$0.35,$0.50
,Buy to Cover,10/10/2021 21:00,Trail_SX,$17671.00,,$71.00,$7015.90,,($33.50),41.72%,28.34%,$0.35,$0.50
409,Sell Short,10/11/2021 09:00,BO_Short,$17589.75,$0.00,1,($329.20),-0.93%,$28.00,7.80%,,$0.35,$0.50
,Buy to Cover,10/11/2021 11:00,BO_SX,$17753.50,,($327.50),$6686.70,,($331.00),0.97%,-91.23%,$0.35,$0.50
410,Buy,10/13/2021 19:00,BO_Long,$17664.50,$0.00,1,$545.80,1.55%,$684.50,99.06%,,$0.35,$0.50
,Sell,10/15/2021 03:00,% Trailing Stop,$17938.25,,$547.50,$7232.50,,($6.50),80.17%,79.23%,$0.35,$0.50
411,Buy,10/15/2021 16:00,BO_Long,$18029.75,$0.00,1,$291.80,0.81%,$367.00,65.48%,,$0.35,$0.50
,Sell,10/18/2021 23:00,% Trailing Stop,$18176.50,,$293.50,$7524.30,,($193.50),86.89%,52.36%,$0.35,$0.50
412,Buy,10/19/2021 03:00,BO_Long,$18199.75,$0.00,1,$31.80,0.09%,$283.00,94.97%,,$0.35,$0.50
,Sell,10/21/2021 03:00,BO_LX,$18216.50,,$33.50,$7556.10,,($15.00),16.28%,11.24%,$0.35,$0.50
413,Buy,10/21/2021 16:00,BO_Long,$18369.50,$0.00,1,($251.70),-0.68%,$15.00,5.66%,,$0.35,$0.50
,Sell,10/22/2021 11:00,PosRiskLX,$18244.50,,($250.00),$7304.40,,($250.00),0.00%,-94.34%,$0.35,$0.50
414,Buy,10/25/2021 15:00,BO_Long,$18385.25,$0.00,1,$266.30,0.73%,$335.00,81.02%,,$0.35,$0.50
,Sell,10/26/2021 11:00,% Trailing Stop,$18519.25,,$268.00,$7570.70,,($78.50),83.80%,64.81%,$0.35,$0.50
415,Buy,10/27/2021 11:00,BO_Long,$18536.75,$0.00,1,($29.70),-0.08%,$271.00,62.80%,,$0.35,$0.50
,Sell,10/29/2021 03:00,Trail_LX,$18522.75,,($28.00),$7541.00,,($160.50),30.71%,-6.49%,$0.35,$0.50
416,Buy,10/29/2021 15:00,BO_Long,$18678.00,$0.00,1,$312.80,0.84%,$393.50,88.83%,,$0.35,$0.50
,Sell,11/2/2021 11:00,% Trailing Stop,$18835.25,,$314.50,$7853.80,,($49.50),82.17%,70.99%,$0.35,$0.50
417,Buy,11/2/2021 16:00,BO_Long,$18856.75,$0.00,1,$403.80,1.08%,$507.00,90.29%,,$0.35,$0.50
,Sell,11/4/2021 09:00,% Trailing Stop,$19059.50,,$405.50,$8257.60,,($54.50),81.92%,72.22%,$0.35,$0.50
418,Buy,11/4/2021 11:00,BO_Long,$19140.75,$0.00,1,$282.80,0.74%,$356.00,94.68%,,$0.35,$0.50
,Sell,11/5/2021 07:00,% Trailing Stop,$19283.00,,$284.50,$8540.40,,($20.00),80.98%,75.66%,$0.35,$0.50
419,Buy,11/5/2021 11:00,BO_Long,$19311.50,$0.00,1,($246.20),-0.63%,$62.00,20.23%,,$0.35,$0.50
,Sell,11/5/2021 13:00,Trail_LX,$19189.25,,($244.50),$8294.20,,($244.50),0.00%,-79.77%,$0.35,$0.50
420,Buy,11/18/2021 07:00,BO_Long,$19295.00,$0.00,1,$300.80,0.78%,$378.50,66.17%,,$0.35,$0.50
,Sell,11/19/2021 03:00,% Trailing Stop,$19446.25,,$302.50,$8595.00,,($193.50),86.71%,52.88%,$0.35,$0.50
421,Buy,11/19/2021 11:00,BO_Long,$19507.75,$0.00,1,$244.80,0.63%,$252.50,61.36%,,$0.35,$0.50
,Sell,11/22/2021 11:00,% Trailing Stop,$19631.00,,$246.50,$8839.80,,($159.00),98.54%,59.90%,$0.35,$0.50
422,Buy,11/25/2021 03:00,BO_Long,$19316.50,$0.00,1,($251.70),-0.65%,$27.50,9.91%,,$0.35,$0.50
,Sell,11/25/2021 21:00,PosRiskLX,$19191.50,,($250.00),$8588.10,,($250.00),0.00%,-90.09%,$0.35,$0.50
423,Sell Short,11/30/2021 13:00,BO_Short,$19017.25,$0.00,1,($173.70),-0.45%,$109.00,38.31%,,$0.35,$0.50
,Buy to Cover,11/30/2021 15:00,Trail_SX,$19103.25,,($172.00),$8414.40,,($175.50),1.23%,-60.46%,$0.35,$0.50
424,Sell Short,12/1/2021 16:00,BO_Short,$18769.50,$0.00,1,($121.70),-0.32%,$97.00,44.70%,,$0.35,$0.50
,Buy to Cover,12/1/2021 19:00,Trail_SX,$18829.50,,($120.00),$8292.70,,($120.00),0.00%,-55.30%,$0.35,$0.50
425,Sell Short,12/3/2021 11:00,BO_Short,$18738.75,$0.00,1,$452.80,1.21%,$568.50,91.33%,,$0.35,$0.50
,Buy to Cover,12/3/2021 13:00,% Trailing Stop,$18511.50,,$454.50,$8745.50,,($54.00),81.69%,73.01%,$0.35,$0.50
426,Sell Short,12/3/2021 15:00,BO_Short,$18474.25,$0.00,1,($276.20),-0.74%,$83.50,22.39%,,$0.35,$0.50
,Buy to Cover,12/3/2021 16:00,Trail_SX,$18611.50,,($274.50),$8469.30,,($289.50),4.02%,-73.59%,$0.35,$0.50
427,Sell Short,12/9/2021 15:00,BO_Short,$19141.25,$0.00,1,$106.30,0.28%,$242.50,86.92%,,$0.35,$0.50
,Buy to Cover,12/9/2021 19:00,Trail_SX,$19087.25,,$108.00,$8575.60,,($36.50),51.79%,38.71%,$0.35,$0.50
428,Buy,12/13/2021 07:00,BO_Long,$19291.75,$0.00,1,($251.70),-0.65%,$38.00,13.19%,,$0.35,$0.50
,Sell,12/13/2021 09:00,PosRiskLX,$19166.75,,($250.00),$8323.90,,($250.00),0.00%,-86.81%,$0.35,$0.50
429,Buy,12/15/2021 16:00,BO_Long,$19179.25,$0.00,1,$277.80,0.73%,$298.00,91.13%,,$0.35,$0.50
,Sell,12/16/2021 07:00,% Trailing Stop,$19319.00,,$279.50,$8601.70,,($29.00),94.34%,85.47%,$0.35,$0.50
430,Sell Short,12/17/2021 07:00,BO_Short,$18621.00,$0.00,1,($77.70),-0.20%,$134.50,59.65%,,$0.35,$0.50
,Buy to Cover,12/17/2021 09:00,Trail_SX,$18659.00,,($76.00),$8524.00,,($91.00),6.65%,-33.70%,$0.35,$0.50
431,Sell Short,12/19/2021 23:00,BO_Short,$18508.25,$0.00,1,$0.30,0.01%,$215.50,79.81%,,$0.35,$0.50
,Buy to Cover,12/20/2021 07:00,Trail_SX,$18507.25,,$2.00,$8524.30,,($54.50),20.93%,0.74%,$0.35,$0.50
432,Buy,12/27/2021 09:00,BO_Long,$19265.00,$0.00,1,$310.80,0.81%,$391.00,89.27%,,$0.35,$0.50
,Sell,12/27/2021 15:00,% Trailing Stop,$19421.25,,$312.50,$8835.10,,($47.00),82.08%,71.35%,$0.35,$0.50
433,Buy,12/27/2021 16:00,BO_Long,$19457.25,$0.00,1,($251.70),-0.64%,$196.50,44.01%,,$0.35,$0.50
,Sell,12/29/2021 11:00,PosRiskLX,$19332.25,,($250.00),$8583.40,,($250.00),0.00%,-55.99%,$0.35,$0.50
434,Buy,1/3/2022 19:00,BO_Long,$19393.50,$0.00,1,($187.70),-0.48%,$135.00,42.06%,,$0.35,$0.50
,Sell,1/4/2022 11:00,Trail_LX,$19300.50,,($186.00),$8395.70,,($186.00),0.00%,-57.94%,$0.35,$0.50
435,Sell Short,1/5/2022 13:00,BO_Short,$19030.25,$0.00,1,$62.30,0.17%,$214.00,85.77%,,$0.35,$0.50
,Buy to Cover,1/5/2022 15:00,Trail_SX,$18998.25,,$64.00,$8458.00,,($35.50),39.88%,25.65%,$0.35,$0.50
436,Sell Short,1/5/2022 16:00,BO_Short,$18660.50,$0.00,1,($76.20),-0.20%,$103.00,56.44%,,$0.35,$0.50
,Buy to Cover,1/5/2022 21:00,Trail_SX,$18697.75,,($74.50),$8381.80,,($79.50),2.74%,-40.82%,$0.35,$0.50
437,Sell Short,1/6/2022 01:00,BO_Short,$18538.00,$0.00,1,($141.70),-0.38%,$11.00,7.28%,,$0.35,$0.50
,Buy to Cover,1/6/2022 03:00,Trail_SX,$18608.00,,($140.00),$8240.10,,($140.00),0.00%,-92.72%,$0.35,$0.50
438,Sell Short,1/7/2022 15:00,BO_Short,$18502.00,$0.00,1,($53.20),-0.14%,$181.50,58.08%,,$0.35,$0.50
